EMD_CD,EMD_NM
47170121,당북동
47170122,태화동
47170124,목성동
47170126,금곡동
47170127,평화동
47170128,안기동
47170130,성곡동
47170131,상아동
47170132,안막동
47170133,옥동
47170134,이천동
47170136,송현동
47170137,송천동
47170138,석동동
47170139,정상동
47170140,정하동
47170141,수상동
47170142,수하동
47170250,풍산읍
47170310,와룡면
47170320,북후면
47170330,서후면
47170340,풍천면
47170350,일직면
47170360,남후면
47170370,남선면
47170380,임하면
47170390,길안면
47170400,임동면
47170410,예안면
47170420,도산면
47170430,녹전면
47190101,원평동
47190102,지산동
47190103,도량동
47190104,봉곡동
47190105,부곡동
47190106,선기동
47190108,남통동
47190109,형곡동
47190110,송정동
47190111,신평동
47190112,비산동
47190113,공단동
47190114,광평동
47190115,사곡동
47190116,상모동
47190117,임은동
47190118,오태동
47190119,신동
47190120,구평동
47190121,황상동
47190122,인의동
47190123,진평동
47190124,시미동
47190125,임수동
47190126,양호동
47190127,거의동
47190128,옥계동
47190129,구포동
47190130,금전동
47190250,선산읍
47190253,고아읍
47190256,산동읍
47190320,옥성면
47190330,도개면
47190340,해평면
47190360,장천면
47210101,영주동
47210102,상망동
47210103,하망동
47210104,휴천동
47210105,가흥동
47210106,문정동
47210109,상줄동
47210111,조암동
47210112,적서동
47210113,아지동
47210250,풍기읍
47210310,이산면
47210320,평은면
47210330,문수면
47210340,장수면
47210350,안정면
47210360,봉현면
47210370,순흥면
47210380,단산면
47210390,부석면
47230101,조교동
47230102,망정동
47230103,야사동
47230104,문내동
47230105,문외동
47230106,창구동
47230107,교촌동
47230108,과전동
47230109,성내동
47230110,화룡동
47230111,도동
47230112,금노동
47230113,완산동
47230116,봉동
47230118,채신동
47230121,녹전동
47230123,오미동
47230124,오수동
47230126,도남동
47230129,신기동
47230250,금호읍
47230310,청통면
47230320,신녕면
47230330,화산면
47230340,화북면
47230350,화남면
47230360,자양면
47230370,임고면
47230380,고경면
47230390,북안면
47230400,대창면
47250101,성하동
47250102,성동동
47250104,복룡동
47250105,냉림동
47250106,서성동
47250107,남성동
47250108,서문동
47250109,무양동
47250110,낙양동
47250111,개운동
47250112,신봉동
47250113,가장동
47250121,화개동
47250122,외답동
47250123,헌신동
47250125,도남동
47250128,초산동
47250130,계산동
47250132,죽전동
47250133,만산동
47250134,연원동
47250135,남장동
47250250,함창읍
47250310,중동면
47250325,사벌국면
47250330,낙동면
47250340,청리면
47250350,공성면
47250360,외남면
47250370,내서면
47250380,모동면
47250390,모서면
47250410,화서면
47250420,화북면
47250440,은척면
47250450,공검면
47250460,이안면
47250470,화남면
47280101,점촌동
47280103,흥덕동
47280106,신기동
47280108,유곡동
47280109,공평동
47280110,모전동
47280250,문경읍
47280253,가은읍
47280310,영순면
47280320,산양면
47280330,호계면
47280340,산북면
47280350,동로면
47280360,마성면
47280370,농암면
47290102,삼북동
47290103,서상동
47290104,신교동
47290105,상방동
47290106,백천동
47290107,옥곡동
47290108,사정동
47290109,옥산동
47290110,중산동
47290111,정평동
47290112,대평동
47290114,임당동
47290115,대동
47290116,계양동
47290117,중방동
47290118,조영동
47290121,여천동
47290122,유곡동
47290125,평산동
47290126,사동
47290127,삼풍동
47290128,갑제동
47290250,하양읍
47290253,진량읍
47290256,압량읍
47290310,와촌면
47290330,자인면
47290340,용성면
47290350,남산면
47290370,남천면
47730250,의성읍
47730310,단촌면
47730320,점곡면
47730330,옥산면
47730340,사곡면
47730360,가음면
47730370,금성면
47730380,봉양면
47730390,비안면
47730410,단밀면
47730420,단북면
47730430,안계면
47730440,다인면
47730450,신평면
47730470,안사면
47750250,청송읍
47750315,주왕산면
47750320,부남면
47750330,현동면
47750340,현서면
47750350,안덕면
47750360,파천면
47750370,진보면
47760250,영양읍
47760310,입암면
47760330,일월면
47760340,수비면
47760350,석보면
47770250,영덕읍
47770310,강구면
47770320,남정면
47770330,달산면
47770340,지품면
47770350,축산면
47770360,영해면
47770370,병곡면
47770380,창수면
47820250,화양읍
47820253,청도읍
47820310,각남면
47820320,풍각면
47820330,각북면
47820340,이서면
47820350,운문면
47820360,금천면
47820370,매전면
47830253,대가야읍
47830310,덕곡면
47830320,운수면
47830330,성산면
47830340,다산면
47830350,개진면
47830360,우곡면
47830370,쌍림면
47840250,성주읍
47840310,선남면
47840320,용암면
47840330,수륜면
47840340,가천면
47840350,금수면
47840360,대가면
47840370,벽진면
47840380,초전면
47840390,월항면
47850250,왜관읍
47850253,북삼읍
47850256,석적읍
47850310,지천면
47850320,동명면
47850330,가산면
47850360,약목면
47850370,기산면
47900250,예천읍
47900253,호명읍
47900310,용문면
47900340,감천면
47900350,보문면
47900370,유천면
47900380,용궁면
47900390,개포면
47900400,지보면
47900410,풍양면
47900420,효자면
47900430,은풍면
47920250,봉화읍
47920320,봉성면
47920330,법전면
47920340,춘양면
47920350,소천면
47920370,명호면
47920380,상운면
47920390,석포면
47930250,울진읍
47930253,평해읍
47930310,북면
47930330,근남면
47930350,기성면
47930360,온정면
47930370,죽변면
47930380,후포면
47930390,금강송면
47930400,매화면
47940250,울릉읍
47940310,서면
47940320,북면
48121102,의창구
48121103,의창구
48121104,의창구
48121105,의창구
48121106,의창구
48121107,의창구
48121108,의창구
48121116,의창구
48121117,의창구
48121119,의창구
48121124,의창구
48121125,의창구
48121127,의창구
48121129,의창구
48121250,의창구
48121310,의창구
48121320,의창구
48123101,성산구
48123102,성산구
48123103,성산구
48123104,성산구
48123105,성산구
48123106,성산구
48123108,성산구
48123110,성산구
48123113,성산구
48123120,성산구
48123121,성산구
48123123,성산구
48123124,성산구
48123125,성산구
48123126,성산구
48123127,성산구
48123128,성산구
48123129,성산구
48123130,성산구
48123131,성산구
48123133,성산구
48123135,성산구
48123136,성산구
48123137,성산구
48123138,성산구
48123139,성산구
48125101,마산합포구
48125102,마산합포구
48125103,마산합포구
48125110,마산합포구
48125111,마산합포구
48125113,마산합포구
48125117,마산합포구
48125118,마산합포구
48125119,마산합포구
48125122,마산합포구
48125125,마산합포구
48125126,마산합포구
48125128,마산합포구
48125133,마산합포구
48125134,마산합포구
48125135,마산합포구
48125137,마산합포구
48125138,마산합포구
48125140,마산합포구
48125144,마산합포구
48125148,마산합포구
48125149,마산합포구
48125152,마산합포구
48125153,마산합포구
48125158,마산합포구
48125159,마산합포구
48125310,마산합포구
48125320,마산합포구
48125330,마산합포구
48125340,마산합포구
48127101,마산회원구
48127102,마산회원구
48127103,마산회원구
48127104,마산회원구
48127105,마산회원구
48127106,마산회원구
48127107,마산회원구
48127108,마산회원구
48127250,마산회원구
48129105,진해구
48129107,진해구
48129110,진해구
48129115,진해구
48129116,진해구
48129124,진해구
48129132,진해구
48129137,진해구
48129138,진해구
48129139,진해구
48129140,진해구
48129141,진해구
48129142,진해구
48129143,진해구
48129144,진해구
48129145,진해구
48129148,진해구
48129150,진해구
48129151,진해구
48129154,진해구
48129155,진해구
48129157,진해구
48129158,진해구
48129159,진해구
48129161,진해구
48129162,진해구
48129164,진해구
48129165,진해구
48170101,망경동
48170102,주약동
48170103,강남동
48170104,칠암동
48170105,본성동
48170106,동성동
48170107,남성동
48170108,인사동
48170110,평안동
48170111,중안동
48170112,계동
48170113,봉곡동
48170114,상봉동
48170115,봉래동
48170117,장대동
48170118,옥봉동
48170119,상대동
48170120,하대동
48170121,상평동
48170122,초전동
48170123,장재동
48170124,하촌동
48170125,신안동
48170126,평거동
48170127,이현동
48170128,유곡동
48170131,가좌동
48170132,호탄동
48170137,충무공동
48170250,문산읍
48170310,내동면
48170320,정촌면
48170330,금곡면
48170350,진성면
48170360,일반성면
48170370,이반성면
48170390,지수면
48170400,대곡면
48170410,금산면
48170420,집현면
48170440,명석면
48170450,대평면
48170460,수곡면
48220101,도천동
48220102,서호동
48220103,명정동
48220104,항남동
48220106,문화동
48220108,동호동
48220109,정량동
48220110,북신동
48220111,무전동
48220112,평림동
48220113,인평동
48220115,미수동
48220116,봉평동
48220117,도남동
48220250,산양읍
48220310,용남면
48220330,도산면
48220340,광도면
48220350,욕지면
48220360,한산면
48220370,사량면
48240104,동금동
48240105,서금동
48240106,동림동
48240107,좌룡동
48240108,벌리동
48240109,용강동
48240111,봉남동
48240112,이금동
48240116,향촌동
48240117,대방동
48240118,실안동
48240122,백천동
48240123,신벽동
48240124,노룡동
48240126,송포동
48240127,죽림동
48240250,사천읍
48240310,정동면
48240320,사남면
48240330,용현면
48240340,축동면
48240350,곤양면
48240360,곤명면
48240370,서포면
48250101,동상동
48250102,서상동
48250103,부원동
48250104,봉황동
48250105,대성동
48250106,구산동
48250107,삼계동
48250108,내동
48250109,외동
48250111,풍유동
48250112,명법동
48250114,화목동
48250115,전하동
48250116,강동
48250117,삼정동
48250118,어방동
48250119,삼방동
48250120,안동
48250121,지내동
48250122,불암동
48250124,내덕동
48250125,부곡동
48250126,무계동
48250127,신문동
48250128,삼문동
48250129,대청동
48250130,관동동
48250131,율하동
48250132,장유동
48250250,진영읍
48250320,주촌면
48250330,진례면
48250340,한림면
48250350,생림면
48250360,상동면
48250370,대동면
48270101,내일동
48270102,내이동
48270103,교동
48270104,삼문동
48270106,용평동
48270107,활성동
48270108,가곡동
48270250,삼랑진읍
48270253,하남읍
48270310,부북면
48270320,상동면
48270330,산외면
48270340,산내면
48270350,단장면
48270360,상남면
48270370,초동면
48270380,무안면
48270390,청도면
48310101,능포동
48310102,장승포동
48310105,아주동
48310106,옥포동
48310107,덕포동
48310108,장평동
48310109,고현동
48310110,상동동
48310111,문동동
48310113,양정동
48310114,수월동
48310310,일운면
48310320,동부면
48310330,남부면
48310340,거제면
48310350,둔덕면
48310360,사등면
48310370,연초면
48310380,하청면
48310390,장목면
48330101,다방동
48330102,남부동
48330103,중부동
48330104,북부동
48330105,명곡동
48330106,신기동
48330107,북정동
48330108,산막동
48330109,호계동
48330111,유산동
48330112,어곡동
48330113,용당동
48330114,삼호동
48330115,명동
48330116,주남동
48330117,소주동
48330118,주진동
48330119,평산동
48330120,덕계동
48330121,매곡동
48330253,물금읍
48330310,동면
48330320,원동면
48330330,상북면
48330340,하북면
48720250,의령읍
48720310,가례면
48720320,칠곡면
48720330,대의면
48720340,화정면
48720350,용덕면
48720360,정곡면
48720370,지정면
48720380,낙서면
48720390,부림면
48720400,봉수면
48720415,궁류면
48720420,유곡면
48730250,가야읍
48730253,칠원읍
48730310,함안면
48730320,군북면
48730330,법수면
48730340,대산면
48730350,칠서면
48730360,칠북면
48730380,산인면
48730390,여항면
48740250,창녕읍
48740253,남지읍
48740310,고암면
48740320,성산면
48740330,대합면
48740340,이방면
48740350,유어면
48740360,대지면
48740370,계성면
48740380,영산면
48740390,장마면
48740400,도천면
48740410,길곡면
48740420,부곡면
48820250,고성읍
48820310,삼산면
48820320,하일면
48820330,하이면
48820340,상리면
48820350,대가면
48820360,영현면
48820370,영오면
48820380,개천면
48820390,구만면
48820400,회화면
48820410,마암면
48820420,동해면
48820430,거류면
48840250,남해읍
48840310,이동면
48840320,상주면
48840330,삼동면
48840340,미조면
48840350,남면
48840360,서면
48840370,고현면
48840380,설천면
48840390,창선면
48850250,하동읍
48850310,화개면
48850320,악양면
48850330,적량면
48850340,횡천면
48850350,고전면
48850360,금남면
48850370,진교면
48850380,양보면
48850390,북천면
48850400,청암면
48850410,옥종면
48850420,금성면
48860250,산청읍
48860310,차황면
48860330,생초면
48860340,금서면
48860350,삼장면
48860360,시천면
48860370,단성면
48860380,신안면
48860390,생비량면
48860400,신등면
48870250,함양읍
48870310,마천면
48870320,휴천면
48870340,수동면
48870350,지곡면
48870360,안의면
48870370,서하면
48870380,서상면
48870390,백전면
48870400,병곡면
48880250,거창읍
48880310,주상면
48880320,웅양면
48880340,북상면
48880350,위천면
48880360,마리면
48880370,남상면
48880380,남하면
48880390,신원면
48880400,가조면
48890250,합천읍
48890310,봉산면
48890320,묘산면
48890330,가야면
48890340,야로면
48890350,율곡면
48890360,초계면
48890370,쌍책면
48890380,덕곡면
48890390,청덕면
48890400,적중면
48890410,대양면
48890420,쌍백면
48890430,삼가면
48890440,가회면
48890450,대병면
48890460,용주면
50110101,일도일동
50110102,일도이동
50110103,이도일동
50110104,이도이동
50110105,삼도일동
50110106,삼도이동
50110107,건입동
50110108,용담일동
50110109,용담이동
50110110,용담삼동
50110111,화북일동
50110112,화북이동
50110113,삼양일동
50110114,삼양이동
50110116,봉개동
50110117,아라일동
50110118,아라이동
50110119,오라일동
50110120,오라이동
50110121,오라삼동
50110122,노형동
50110123,외도일동
50110124,외도이동
50110125,이호일동
50110126,이호이동
50110127,도두일동
50110128,도두이동
50110129,도남동
50110130,도련일동
50110131,도련이동
50110132,용강동
50110133,회천동
50110134,오등동
50110135,월평동
50110136,영평동
50110137,연동
50110138,도평동
50110139,해안동
50110140,내도동
50110250,한림읍
50110253,애월읍
50110256,구좌읍
50110259,조천읍
50110310,한경면
50110320,추자면
50110330,우도면
50130101,서귀동
50130102,법환동
50130103,서호동
50130104,호근동
50130105,동홍동
50130106,서홍동
50130107,상효동
50130108,하효동
50130109,신효동
50130110,보목동
50130111,토평동
50130112,중문동
50130113,회수동
50130114,대포동
50130115,월평동
50130116,강정동
50130117,도순동
50130118,하원동
50130119,색달동
50130120,상예동
50130121,하예동
50130122,영남동
50130250,대정읍
50130253,남원읍
50130259,성산읍
50130310,안덕면
50130320,표선면
51110101,봉의동
51110102,요선동
51110103,낙원동
51110106,중앙로3가
51110107,옥천동
51110108,조양동
51110109,죽림동
51110110,운교동
51110112,효자동
51110113,소양로1가
51110114,소양로2가
51110115,소양로3가
51110117,근화동
51110118,우두동
51110119,사농동
51110120,후평동
51110121,온의동
51110122,교동
51110123,퇴계동
51110124,석사동
51110125,삼천동
51110126,칠전동
51110127,송암동
51110128,신동
51110129,중도동
51110250,신북읍
51110310,동면
51110320,동산면
51110330,신동면
51110340,남면
51110350,서면
51110360,사북면
51110380,북산면
51110390,동내면
51110400,남산면
51130102,평원동
51130103,원동
51130104,인동
51130105,개운동
51130106,명륜동
51130107,단구동
51130108,일산동
51130109,학성동
51130110,단계동
51130111,우산동
51130112,태장동
51130113,봉산동
51130114,행구동
51130115,무실동
51130116,관설동
51130117,반곡동
51130250,문막읍
51130310,소초면
51130320,호저면
51130330,지정면
51130350,부론면
51130360,귀래면
51130370,흥업면
51130380,판부면
51130390,신림면
51150101,홍제동
51150102,남문동
51150103,명주동
51150105,임당동
51150107,용강동
51150108,성남동
51150109,옥천동
51150110,교동
51150111,포남동
51150112,초당동
51150113,강문동
51150114,송정동
51150115,견소동
51150116,내곡동
51150117,회산동
51150119,박월동
51150121,노암동
51150122,유산동
51150124,신석동
51150125,입암동
51150127,두산동
51150129,병산동
51150130,남항진동
51150131,유천동
51150132,지변동
51150133,죽헌동
51150134,대전동
51150135,운정동
51150136,난곡동
51150137,저동
51150138,안현동
51150250,주문진읍
51150310,성산면
51150320,왕산면
51150330,구정면
51150340,강동면
51150350,옥계면
51150360,사천면
51150370,연곡면
51170101,천곡동
51170102,평릉동
51170103,송정동
51170104,용정동
51170105,지흥동
51170106,효가동
51170107,동회동
51170108,나안동
51170109,쇄운동
51170110,부곡동
51170111,발한동
51170112,북평동
51170113,구미동
51170114,추암동
51170115,구호동
51170116,단봉동
51170117,지가동
51170118,이도동
51170123,묵호진동
51170124,삼화동
51170126,이로동
51170128,대진동
51170129,망상동
51190101,황지동
51190102,장성동
51190104,철암동
51190105,문곡동
51190106,동점동
51190107,소도동
51190108,혈동
51190109,화전동
51190112,통동
51210101,영랑동
51210102,동명동
51210103,중앙동
51210104,금호동
51210105,청학동
51210106,교동
51210107,노학동
51210108,조양동
51210109,청호동
51210110,대포동
51210111,도문동
51210112,설악동
51210113,장사동
51230101,성내동
51230103,읍상동
51230105,당저동
51230106,교동
51230107,갈천동
51230108,증산동
51230109,우지동
51230110,마달동
51230111,자원동
51230113,등봉동
51230117,건지동
51230118,원당동
51230119,성남동
51230120,남양동
51230121,사직동
51230122,오분동
51230123,적노동
51230125,정상동
51230126,정하동
51230250,도계읍
51230253,원덕읍
51230310,근덕면
51230320,하장면
51230330,노곡면
51230340,미로면
51230350,가곡면
51230360,신기면
51720250,홍천읍
51720310,화촌면
51720320,두촌면
51720330,내촌면
51720340,서석면
51720352,영귀미면
51720360,남면
51720370,서면
51720380,북방면
51720390,내면
51730250,횡성읍
51730310,우천면
51730320,안흥면
51730330,둔내면
51730340,갑천면
51730350,청일면
51730360,공근면
51730370,서원면
51730380,강림면
51750250,영월읍
51750253,상동읍
51750312,산솔면
51750325,김삿갓면
51750330,북면
51750340,남면
51750355,한반도면
51750360,주천면
51750380,무릉도원면
51760250,평창읍
51760310,미탄면
51760320,방림면
51760330,-
51760340,봉평면
51760350,용평면
51760360,진부면
51760380,대관령면
51770250,정선읍
51770253,고한읍
51770256,사북읍
51770259,신동읍
51770320,남면
51770340,북평면
51770350,임계면
51770360,화암면
51770370,여량면
51780250,철원읍
51780253,김화읍
51780256,갈말읍
51780259,동송읍
51780310,서면
51780320,근남면
51790250,화천읍
51790310,간동면
51790320,하남면
51790330,상서면
51790340,사내면
51800250,양구읍
51800315,국토정중앙면
51800320,동면
51800330,방산면
51800340,해안면
51810250,인제읍
51810310,남면
51810320,북면
51810330,기린면
51810340,서화면
51810350,상남면
51820250,간성읍
51820253,거진읍
51820310,현내면
51820320,죽왕면
51820330,토성면
51830250,양양읍
51830310,서면
51830320,손양면
51830330,현북면
51830340,현남면
51830350,강현면
52111104,완산구
52111105,완산구
52111107,완산구
52111109,완산구
52111110,완산구
52111117,완산구
52111118,완산구
52111119,완산구
52111120,완산구
52111121,완산구
52111124,완산구
52111125,완산구
52111126,완산구
52111127,완산구
52111128,완산구
52111129,완산구
52111130,완산구
52111131,완산구
52111132,완산구
52111133,완산구
52111135,완산구
52111136,완산구
52111137,완산구
52111138,완산구
52111140,완산구
52111141,완산구
52111142,완산구
52111143,완산구
52111144,완산구
52111145,완산구
52111147,완산구
52113102,덕진구
52113103,덕진구
52113104,덕진구
52113105,덕진구
52113106,덕진구
52113107,덕진구
52113108,덕진구
52113109,덕진구
52113110,덕진구
52113111,덕진구
52113114,덕진구
52113115,덕진구
52113116,덕진구
52113117,덕진구
52113119,덕진구
52113121,덕진구
52113122,덕진구
52113123,덕진구
52113125,덕진구
52113130,덕진구
52113131,덕진구
52113132,덕진구
52113133,덕진구
52113138,덕진구
52113139,덕진구
52130101,해망동
52130102,신흥동
52130103,금동
52130104,월명동
52130106,오룡동
52130108,신풍동
52130109,송풍동
52130110,문화동
52130111,삼학동
52130113,둔율동
52130115,명산동
52130117,개복동
52130118,중앙로1가
52130119,영화동
52130120,장미동
52130121,중앙로2가
52130123,신영동
52130124,죽성동
52130127,대명동
52130128,장재동
52130129,미원동
52130131,금암동
52130133,서흥남동
52130134,조촌동
52130135,경장동
52130136,경암동
52130137,구암동
52130138,내흥동
52130139,개정동
52130140,사정동
52130141,수송동
52130142,미장동
52130143,지곡동
52130144,나운동
52130145,미룡동
52130146,소룡동
52130147,오식도동
52130148,비응도동
52130151,산북동
52130152,내초동
52130250,옥구읍
52130310,옥산면
52130320,회현면
52130330,임피면
52130340,서수면
52130350,대야면
52130360,개정면
52130370,성산면
52130380,나포면
52130390,옥도면
52130400,옥서면
52140101,창인동1가
52140102,창인동2가
52140106,평화동
52140107,갈산동
52140108,주현동
52140109,인화동1가
52140110,인화동2가
52140111,동산동
52140112,마동
52140113,남중동
52140114,모현동1가
52140115,모현동2가
52140116,송학동
52140117,목천동
52140118,만석동
52140119,현영동
52140120,신용동
52140121,신동
52140122,영등동
52140123,어양동
52140124,신흥동
52140125,금강동
52140127,팔봉동
52140129,석왕동
52140133,월성동
52140134,부송동
52140136,석암동
52140250,함열읍
52140310,오산면
52140320,황등면
52140330,함라면
52140340,웅포면
52140350,성당면
52140360,용안면
52140370,낭산면
52140380,망성면
52140390,여산면
52140400,금마면
52140410,왕궁면
52140420,춘포면
52140430,삼기면
52140440,용동면
52180101,수성동
52180102,장명동
52180103,상동
52180104,시기동
52180105,연지동
52180106,농소동
52180107,하모동
52180108,상평동
52180109,과교동
52180112,금붕동
52180113,송산동
52180117,부전동
52180118,쌍암동
52180119,내장동
52180121,하북동
52180122,구룡동
52180124,용계동
52180125,공평동
52180126,망제동
52180127,신정동
52180250,신태인읍
52180310,북면
52180320,입암면
52180330,소성면
52180340,고부면
52180350,영원면
52180360,덕천면
52180370,이평면
52180380,정우면
52180390,태인면
52180400,감곡면
52180410,옹동면
52180420,칠보면
52180430,산내면
52180440,산외면
52190101,동충동
52190102,하정동
52190103,죽항동
52190106,금동
52190107,조산동
52190108,왕정동
52190109,신정동
52190110,화정동
52190111,향교동
52190112,용정동
52190113,광치동
52190115,산곡동
52190116,도통동
52190117,월락동
52190118,고죽동
52190121,노암동
52190122,어현동
52190250,운봉읍
52190310,주천면
52190320,수지면
52190330,-
52190340,주생면
52190350,금지면
52190360,대강면
52190370,대산면
52190380,사매면
52190390,덕과면
52190400,보절면
52190410,산동면
52190420,이백면
52190450,아영면
52190460,산내면
52190470,인월면
52210101,요촌동
52210102,신풍동
52210104,검산동
52210105,순동
52210106,백학동
52210107,서암동
52210109,교동
52210110,옥산동
52210111,갈공동
52210112,하동
52210116,황산동
52210117,난봉동
52210125,연정동
52210250,만경읍
52210320,죽산면
52210330,백산면
52210340,용지면
52210350,백구면
52210360,부량면
52210380,공덕면
52210390,청하면
52210400,성덕면
52210410,진봉면
52210420,금구면
52210430,봉남면
52210440,황산면
52210450,금산면
52210460,광활면
52710250,삼례읍
52710253,봉동읍
52710256,용진읍
52710320,상관면
52710330,이서면
52710340,소양면
52710350,구이면
52710360,고산면
52710370,비봉면
52710380,운주면
52710390,화산면
52710400,동상면
52710410,경천면
52720250,진안읍
52720310,용담면
52720320,안천면
52720330,동향면
52720340,상전면
52720350,백운면
52720360,성수면
52720370,마령면
52720380,부귀면
52720390,정천면
52720400,주천면
52730250,무주읍
52730310,무풍면
52730320,설천면
52730340,안성면
52730350,부남면
52740250,장수읍
52740310,산서면
52740320,번암면
52740335,장계면
52740340,천천면
52740350,계남면
52740360,계북면
52750250,임실읍
52750310,청웅면
52750320,운암면
52750330,신평면
52750340,성수면
52750355,오수면
52750360,신덕면
52750370,삼계면
52750380,관촌면
52750390,강진면
52750400,덕치면
52750410,지사면
52770250,순창읍
52770310,인계면
52770320,동계면
52770330,풍산면
52770340,금과면
52770350,팔덕면
52770360,쌍치면
52770370,복흥면
52770380,적성면
52770390,유등면
52770400,구림면
52790250,고창읍
52790310,고수면
52790320,아산면
52790330,무장면
52790340,공음면
52790350,상하면
52790360,해리면
52790370,성송면
52790380,대산면
52790390,심원면
52790400,흥덕면
52790410,성내면
52790420,신림면
52790430,부안면
52800250,부안읍
52800310,주산면
52800320,동진면
52800330,행안면
52800340,계화면
52800350,보안면
52800360,변산면
52800370,진서면
52800380,백산면
52800390,상서면
52800400,하서면
52800410,줄포면
52800420,위도면
